station_code,year,departement_code,total_passengers_over_the_year,simple_assistance,ramp_assistance,wheelchair_assistance,ramp_and_wheelchair_assistance,total_assistance,clusters,cluster
87113704,2018,93,5829896,0,0,0,0,0,0,light pink
87113712,2018,94,17739617,3,1,0,0,4,3,dark purple
87113746,2018,94,4841770,1,2,0,0,3,0,light pink
87113779,2018,94,2834780,2,4,0,0,6,0,light pink
87113795,2018,94,8276068,15,40,0,1,56,0,light pink
87113803,2018,93,926641,0,1,0,0,1,0,light pink
87116012,2018,77,904863,2,0,0,0,2,0,light pink
87116020,2018,77,2409568,0,1,0,0,1,0,light pink
87116038,2018,77,3326124,0,12,1,0,13,0,light pink
87116046,2018,77,4801461,3,28,0,0,31,0,light pink
87116095,2018,77,1052937,1,1,0,0,2,0,light pink
87116103,2018,77,9260830,496,59,149,1,705,0,light pink
87116111,2018,77,10902348,25,104,1,1,131,0,light pink
87116137,2018,77,816896,0,0,0,0,0,0,light pink
87116160,2018,77,696157,6,0,1,0,7,0,light pink
87116210,2018,77,2017749,5,24,0,0,29,0,light pink
87116293,2018,77,2271942,48,1,0,0,49,0,light pink
87116301,2018,77,1307147,22,10,1,0,33,0,light pink
87116319,2018,77,3784219,0,5,0,0,5,0,light pink
87116327,2018,77,2311341,2,70,3,0,75,0,light pink
87116491,2018,77,1208595,0,0,0,0,0,0,light pink
87116517,2018,77,1804600,65,0,0,0,65,0,light pink
87116558,2018,77,692771,11,1,1,0,13,0,light pink
87116582,2018,02,1604230,41,13,12,2,68,0,light pink
87116673,2018,02,119892,3,0,0,0,3,0,light pink
87118000,2018,10,967315,294,90,127,7,518,0,light pink
87118158,2018,10,292078,49,33,22,1,105,0,light pink
87141002,2018,54,7582349,4238,2826,1176,49,8289,0,light pink
87141044,2018,54,251538,580,57,32,2,671,0,light pink
87141150,2018,54,898730,151,78,33,4,266,0,light pink
87141291,2018,88,87866,211,17,47,0,275,0,light pink
87141820,2018,54,983306,41,269,7,1,318,0,light pink
87142000,2018,52,337021,266,56,67,6,395,0,light pink
87142109,2018,57,583523,1226,605,721,41,2593,0,light pink
87142125,2018,52,64635,187,28,75,1,291,0,light pink
87144006,2018,88,1013669,840,336,130,7,1313,0,light pink
87144014,2018,88,330696,104,131,44,8,287,0,light pink
87144055,2018,88,276459,11,0,1,0,12,0,light pink
87144279,2018,88,53873,14,0,7,0,21,0,light pink
87144451,2018,88,242731,138,48,57,2,245,0,light pink
87147322,2018,55,239313,342,103,121,3,569,0,light pink
87164780,2018,93,9616737,14,305,1,1,321,0,light pink
87164798,2018,93,15486341,16,400,0,1,417,3,dark purple
87171009,2018,51,3643133,2038,897,492,30,3457,0,light pink
87171330,2018,51,184856,0,1,1,0,2,0,light pink
87171553,2018,51,702727,801,23,33,1,858,0,light pink
87171926,2018,51,969535,1411,550,688,22,2671,0,light pink
87172007,2018,08,973619,446,813,240,10,1509,0,light pink
87172080,2018,08,176229,2,0,1,0,3,0,light pink
87172130,2018,08,79315,3,10,1,0,14,0,light pink
87172254,2018,08,265254,89,447,400,0,936,0,light pink
87172270,2018,08,290076,126,1153,20,2,1301,0,light pink
87174003,2018,51,717835,234,209,47,9,499,0,light pink
87174276,2018,51,191242,91,72,30,0,193,0,light pink
87175000,2018,52,182880,75,98,17,2,192,0,light pink
87175042,2018,55,381208,427,98,52,1,578,0,light pink
87175091,2018,52,53597,22,41,2,0,65,0,light pink
87175257,2018,55,171608,39,40,2,2,83,0,light pink
87175778,2018,55,118817,49,12,20,0,81,0,light pink
87182014,2018,68,3950944,864,1059,571,41,2535,0,light pink
87182063,2018,68,5055333,2299,1260,570,43,4172,0,light pink
87182139,2018,68,1213711,292,122,10,4,428,0,light pink
87182238,2018,68,303746,14,0,0,0,14,0,light pink
87184002,2018,90,1006802,792,487,106,7,1392,0,light pink
87184523,2018,25,484248,324,192,17,2,535,0,light pink
87185009,2018,70,245423,84,78,27,2,191,0,light pink
87185249,2018,70,169657,31,69,13,0,113,0,light pink
87191007,2018,57,2786603,398,304,253,3,958,0,light pink
87191106,2018,57,216656,6,0,0,0,6,0,light pink
87191114,2018,57,1014190,136,53,22,0,211,0,light pink
87192039,2018,57,7035904,2041,1784,794,52,4671,0,light pink
87192401,2018,57,102738,0,0,0,0,0,0,light pink
87192468,2018,54,337660,2,67,0,0,69,0,light pink
87192666,2018,54,105949,27,0,2,0,29,0,light pink
87193003,2018,57,327366,244,239,48,5,536,0,light pink
87193250,2018,57,108518,10,15,3,1,29,0,light pink
87193318,2018,57,229493,43,28,3,0,74,0,light pink
87193615,2018,57,386649,113,112,16,0,241,0,light pink
87194001,2018,54,540474,36,15,16,1,68,0,light pink
87194274,2018,54,45700,152,7,2,0,161,0,light pink
87212027,2018,67,20170472,5635,4720,3474,198,14027,3,dark purple
87212225,2018,67,1203924,181,44,43,1,269,0,light pink
87213058,2018,67,1646301,117,73,53,4,247,0,light pink
87214056,2018,67,2257513,209,318,53,19,599,0,light pink
87214577,2018,67,1552953,29,20,6,0,55,0,light pink
87215012,2018,57,687339,99,58,95,0,252,0,light pink
87223263,2018,59,7696028,6447,3912,5070,167,15596,0,light pink
87271007,2018,75,244465576,9320,8637,9491,219,27667,1,pink
87271015,2018,93,32855279,3,2,1,0,6,3,dark purple
87271122,2018,93,12778657,3,0,0,0,3,3,dark purple
87271148,2018,93,4210792,0,0,0,0,0,0,light pink
87271163,2018,93,10088539,7,0,0,0,7,0,light pink
87271171,2018,95,2929551,11,0,1,0,12,0,light pink
87271205,2018,92,2090962,30,0,0,0,30,0,light pink
87271247,2018,93,3826855,0,0,0,0,0,0,light pink
87271304,2018,93,14288840,3,50,1,0,54,3,dark purple
87271395,2018,93,17369533,1,126,0,0,127,3,dark purple
87271403,2018,93,8782317,1,25,1,0,27,0,light pink
87271411,2018,93,24831698,2,50,0,0,52,3,dark purple
87271429,2018,93,5902128,1,14,1,0,16,0,light pink
87271437,2018,93,7925679,2,22,0,0,24,0,light pink
87271445,2018,93,8896630,3,139,1,1,144,0,light pink
87271452,2018,93,2575413,1,2,0,0,3,0,light pink
87271460,2018,93,7590098,10,51,3,2,66,0,light pink
87271478,2018,93,4006261,1,11,0,0,12,0,light pink
87271486,2018,93,2749960,2,51,0,0,53,0,light pink
87271494,2018,95,14907773,2468,2316,4271,157,9212,3,dark purple
87271510,2018,77,4567191,5,6,0,0,11,0,light pink
87271528,2018,77,3054942,2,9,0,0,11,0,light pink
87271551,2018,60,615627,0,0,0,0,0,0,light pink
87271593,2018,60,1683624,23,1,2,0,26,0,light pink
87271734,2018,02,353457,5,1,1,0,7,0,light pink
87271817,2018,02,568101,43,101,15,3,162,0,light pink
87272021,2018,95,85903,0,0,0,0,0,0,light pink
87272039,2018,95,56226,0,0,0,0,0,0,light pink
87272146,2018,92,2688760,0,0,0,0,0,0,light pink
87276006,2018,60,4767367,136,165,51,3,355,0,light pink
87276022,2018,95,7711048,28,13,2,0,43,0,light pink
87276030,2018,95,2066509,5,0,0,0,5,0,light pink
87276055,2018,95,23060542,81,31,4,0,116,3,dark purple
87276063,2018,95,3036288,4,2,1,0,7,0,light pink
87276071,2018,95,5952225,2,0,0,0,2,0,light pink
87276089,2018,95,5044611,3,1,0,0,4,0,light pink
87276097,2018,95,1304587,0,0,0,0,0,0,light pink
87276105,2018,95,1968878,1,0,0,0,1,0,light pink
87276139,2018,95,8172721,37,5,4,0,46,0,light pink
87276170,2018,95,2752077,0,1,0,0,1,0,light pink
87276188,2018,95,3660733,5,252,1,1,259,0,light pink
87276196,2018,95,17968213,14,13,0,0,27,3,dark purple
87276220,2018,95,12130982,2,0,0,0,2,3,dark purple
87276238,2018,95,1539584,0,0,0,0,0,0,light pink
87276246,2018,95,5196033,3,0,0,0,3,0,light pink
87276253,2018,95,2235303,0,0,0,0,0,0,light pink
87276261,2018,95,2119565,0,0,0,0,0,0,light pink
87276345,2018,95,3127940,0,0,0,0,0,0,light pink
87276360,2018,95,1612611,0,2,0,0,2,0,light pink
87276386,2018,95,5684113,2,50,0,0,52,0,light pink
87276394,2018,95,1943954,227,2,0,0,229,0,light pink
87276436,2018,95,2694723,0,4,0,0,4,0,light pink
87276469,2018,95,4071799,17,0,2,0,19,0,light pink
87276485,2018,95,1078777,1,10,0,0,11,0,light pink
87276493,2018,95,1571578,1,6,0,0,7,0,light pink
87276501,2018,95,340453,0,0,0,0,0,0,light pink
87276527,2018,95,901306,2,1,0,0,3,0,light pink
87276535,2018,95,976799,0,0,0,0,0,0,light pink
87276543,2018,95,124831,0,0,0,0,0,0,light pink
87276568,2018,95,279178,0,0,0,0,0,0,light pink
87276576,2018,95,499525,2,0,0,0,2,0,light pink
87276584,2018,95,1022305,0,0,0,0,0,0,light pink
87276592,2018,95,1747157,0,0,0,0,0,0,light pink
87276600,2018,95,2395427,6,13,0,0,19,0,light pink
87276626,2018,95,640196,0,0,0,0,0,0,light pink
87276634,2018,95,1641770,1,2,0,0,3,0,light pink
87276642,2018,95,707523,0,0,0,0,0,0,light pink
87276667,2018,95,675032,0,0,0,0,0,0,light pink
87276675,2018,95,378755,0,0,0,0,0,0,light pink
87276691,2018,60,2164053,180,115,68,5,368,0,light pink
87276725,2018,60,622939,3,0,0,0,3,0,light pink
87276758,2018,95,421212,0,0,0,0,0,0,light pink
87281006,2018,59,1663300,1139,907,229,10,2285,0,light pink
87281071,2018,62,714434,126,114,116,0,356,0,light pink
87281444,2018,62,865702,93,205,24,5,327,0,light pink
87281873,2018,75,44197645,189,17,0,1,207,3,dark purple
87281899,2018,75,47907489,164,100,0,0,264,3,dark purple
87282624,2018,69,857555,34,8,0,0,42,0,light pink
87286005,2018,59,19284090,4990,4370,2086,105,11551,3,dark purple
87286146,2018,59,761726,156,174,1,0,331,0,light pink
87286302,2018,59,1619445,400,293,93,4,790,0,light pink
87286542,2018,59,731606,268,450,216,19,953,0,light pink
87295006,2018,59,477615,131,192,61,9,393,0,light pink
87295063,2018,02,102033,36,25,40,0,101,0,light pink
87295600,2018,59,597836,520,59,85,1,665,0,light pink
87296004,2018,02,1082819,348,283,128,13,772,0,light pink
87296012,2018,02,677171,268,161,52,0,481,0,light pink
87296442,2018,02,453397,169,67,9,12,257,0,light pink
87300822,2018,90,733608,833,368,455,28,1684,0,light pink
87300863,2018,25,641643,829,431,390,20,1670,0,light pink
87313056,2018,80,347950,2,0,0,0,2,0,light pink
87313072,2018,80,447970,7,0,1,0,8,0,light pink
87313098,2018,80,126145,0,1,0,0,1,0,light pink
87313122,2018,80,140244,1,1,0,0,2,0,light pink
87313304,2018,60,926973,4,10,0,0,14,0,light pink
87313320,2018,80,143660,2,3,0,0,5,0,light pink
87313346,2018,80,156750,3,11,0,0,14,0,light pink
87313387,2018,60,43288,0,0,0,0,0,0,light pink
87313437,2018,80,154204,0,0,0,0,0,0,light pink
87313460,2018,80,103309,0,0,0,0,0,0,light pink
87313510,2018,60,1298880,151,140,37,2,330,0,light pink
87313668,2018,60,804890,31,3,1,0,35,0,light pink
87313759,2018,60,40228,6,3,0,0,9,0,light pink
87313874,2018,80,5244716,708,842,244,19,1813,0,light pink
87313882,2018,80,376257,789,383,555,25,1752,0,light pink
87317057,2018,62,239500,144,249,75,3,471,0,light pink
87317065,2018,62,354757,64,8,34,0,106,0,light pink
87317263,2018,62,895183,135,234,80,0,449,0,light pink
87317362,2018,80,710325,298,43,60,1,402,0,light pink
87317586,2018,62,784536,401,264,151,4,820,0,light pink
87318964,2018,84,3685875,4153,1837,3694,126,9810,0,light pink
87319012,2018,13,3597729,3532,1856,2588,95,8071,0,light pink
87324095,2018,86,134012,42,51,7,0,100,0,light pink
87328328,2018,75,28137619,7,15,0,1,23,3,dark purple
87334482,2018,95,2781923,3,12,0,0,15,0,light pink
87337980,2018,95,1979019,0,5,0,0,5,0,light pink
87342006,2018,62,1744515,309,299,99,5,712,0,light pink
87342014,2018,62,4060559,1390,889,805,20,3104,0,light pink
87342337,2018,62,165659,9,6,8,1,24,0,light pink
87343004,2018,59,3080883,569,592,229,15,1405,0,light pink
87345009,2018,59,2823221,742,490,274,6,1512,0,light pink
87345025,2018,62,1495770,374,193,73,2,642,0,light pink
87345520,2018,59,627458,104,205,15,0,324,0,light pink
87366922,2018,78,247908,0,0,0,0,0,0,light pink
87381012,2018,75,4649913,0,0,0,0,0,0,light pink
87381020,2018,75,4984005,0,1,0,0,1,0,light pink
87381038,2018,75,1217132,0,0,0,0,0,0,light pink
87381046,2018,75,839928,1,0,0,0,1,0,light pink
87381079,2018,92,5453024,18,48,7,1,74,0,light pink
87381087,2018,92,6305152,17,633,6,3,659,0,light pink
87381095,2018,92,2212788,0,0,0,0,0,0,light pink
87381111,2018,75,6103661,2,0,0,0,2,0,light pink
87381129,2018,92,10863687,11,87,0,1,99,0,light pink
87381137,2018,92,16317005,13,156,1,2,172,3,dark purple
87381145,2018,95,448518,0,0,0,0,0,0,light pink
87381152,2018,95,221223,0,0,0,0,0,0,light pink
87381160,2018,95,22831,0,0,0,0,0,0,light pink
87381178,2018,95,124416,0,0,0,0,0,0,light pink
87381186,2018,95,25450,0,0,0,0,0,0,light pink
87381194,2018,95,210567,0,0,0,0,0,0,light pink
87381202,2018,60,13502,0,0,0,0,0,0,light pink
87381210,2018,60,25428,0,0,0,0,0,0,light pink
87381228,2018,60,311075,3,0,2,0,5,0,light pink
87381236,2018,60,36802,0,0,0,0,0,0,light pink
87381244,2018,27,782890,5,0,10,0,15,0,light pink
87381418,2018,95,901785,0,0,0,0,0,0,light pink
87381426,2018,95,553932,5,1,0,0,6,0,light pink
87381459,2018,78,5328451,27,183,0,1,211,0,light pink
87381475,2018,78,757040,0,0,0,0,0,0,light pink
87381483,2018,78,539598,2,0,0,0,2,0,light pink
87381491,2018,78,499012,3,0,1,0,4,0,light pink
87381509,2018,78,11017685,674,228,156,9,1067,0,light pink
87381558,2018,78,281817,1,0,0,0,1,0,light pink
87381566,2018,78,346907,0,0,0,0,0,0,light pink
87381574,2018,78,208966,0,0,0,0,0,0,light pink
87381582,2018,78,630158,11,0,0,0,11,0,light pink
87381590,2018,78,899086,2,0,0,0,2,0,light pink
87381657,2018,78,3478859,23,117,1,2,143,0,light pink
87381798,2018,95,6368082,5,53,0,0,58,0,light pink
87381806,2018,78,505248,132,1,0,0,133,0,light pink
87381814,2018,78,317047,2,0,0,0,2,0,light pink
87381822,2018,78,377907,3,0,0,0,3,0,light pink
87381830,2018,78,515702,10,3,0,0,13,0,light pink
87381848,2018,95,16094786,118,4,1,0,123,3,dark purple
87381863,2018,95,3750496,27,1,0,0,28,0,light pink
87381871,2018,95,875843,0,0,0,0,0,0,light pink
87381889,2018,95,3353417,3,0,0,0,3,0,light pink
87381897,2018,78,4779174,83,70,0,1,154,0,light pink
87381905,2018,95,12279673,18,388,0,5,411,3,dark purple
87382002,2018,92,10508412,10,2,0,0,12,0,light pink
87382200,2018,92,4177376,1,1,0,0,2,0,light pink
87382218,2018,92,29752335,48,557,1,7,613,3,dark purple
87382259,2018,92,1835968,11,159,1,0,171,0,light pink
87382267,2018,92,1752992,1,22,1,0,24,0,light pink
87382333,2018,92,2355862,6,18,9,1,34,0,light pink
87382341,2018,92,2544443,0,1,0,0,1,0,light pink
87382358,2018,92,8878763,20,55,1,1,77,0,light pink
87382366,2018,92,1695453,2,2,0,0,4,0,light pink
87382374,2018,92,3120349,3,61,0,0,64,0,light pink
87382382,2018,92,3737930,1,0,2,0,3,0,light pink
87382432,2018,78,2080360,0,1,0,0,1,0,light pink
87382440,2018,78,869907,1,0,0,0,1,0,light pink
87382457,2018,78,1001155,0,0,0,0,0,0,light pink
87382465,2018,78,2099153,5,1,0,1,7,0,light pink
87382473,2018,78,518147,0,0,0,0,0,0,light pink
87382481,2018,78,1361743,2,27,1,0,30,0,light pink
87382499,2018,95,7359555,7,88,0,1,96,0,light pink
87382655,2018,95,6755489,16,130,0,2,148,0,light pink
87382812,2018,78,58655,0,0,0,0,0,0,light pink
87382861,2018,78,5705373,10,256,9,1,276,0,light pink
87382879,2018,78,2204405,5,48,2,0,55,0,light pink
87382887,2018,78,2147701,0,2,0,0,2,0,light pink
87384008,2018,75,108075780,5807,4024,2774,395,13000,2,purple
87386003,2018,92,4106443,3,73,2,0,78,0,light pink
87386052,2018,78,228032,2,0,0,0,2,0,light pink
87386300,2018,92,4280459,2,16,0,0,18,0,light pink
87386318,2018,92,6151526,8,120,0,4,132,0,light pink
87386409,2018,78,15190406,39,115,1,3,158,3,dark purple
87386417,2018,78,11680197,15,104,2,2,123,3,dark purple
87386425,2018,78,8358173,26,158,1,3,188,0,light pink
87386573,2018,78,10810112,46,180,4,1,231,0,light pink
87386649,2018,78,587565,2,0,0,0,2,0,light pink
87386656,2018,78,2666461,53,2,0,0,55,0,light pink
87386664,2018,78,385612,0,0,0,0,0,0,light pink
87386680,2018,78,4169211,41,1,2,0,44,0,light pink
87386730,2018,78,1801226,10,0,1,0,11,0,light pink
87386763,2018,78,1107734,20,0,0,0,20,0,light pink
87387001,2018,27,1089292,406,465,68,15,954,0,light pink
87391003,2018,75,59174533,18309,10681,19056,952,48998,3,dark purple
87391532,2018,92,1374446,0,0,0,0,0,0,light pink
87391565,2018,92,2298488,0,0,0,0,0,0,light pink
87393009,2018,78,23336771,509,74,169,3,755,3,dark purple
87393033,2018,75,11541909,9,1,0,0,10,3,dark purple
87393041,2018,75,4258429,0,0,0,0,0,0,light pink
87393058,2018,75,8715423,2,0,0,0,2,0,light pink
87393066,2018,75,3621602,1,0,0,0,1,0,light pink
87393074,2018,92,2477283,0,0,0,0,0,0,light pink
87393082,2018,92,2940191,0,0,0,0,0,0,light pink
87393108,2018,92,1163411,0,0,0,0,0,0,light pink
87393116,2018,92,1346821,0,0,0,0,0,0,light pink
87393124,2018,92,2206397,1,0,0,0,1,0,light pink
87393157,2018,78,7520468,4,37,0,2,43,0,light pink
87393165,2018,78,902371,40,0,0,0,40,0,light pink
87393173,2018,92,1623827,2,0,0,0,2,0,light pink
87393207,2018,92,1000355,185,30,48,0,263,0,light pink
87393215,2018,78,5330072,81,0,0,0,81,0,light pink
87393223,2018,78,4862074,33,0,9,0,42,0,light pink
87393256,2018,78,4420623,12,0,1,0,13,0,light pink
87393280,2018,78,820436,0,0,0,0,0,0,light pink
87393298,2018,78,733118,0,0,0,0,0,0,light pink
87393306,2018,92,5933850,1,2,0,0,3,0,light pink
87393314,2018,78,4924244,22,28,7,1,58,0,light pink
87393322,2018,75,2775337,1,19,0,1,21,0,light pink
87393405,2018,78,2800672,2,0,1,0,3,0,light pink
87393413,2018,78,2056096,1,0,0,0,1,0,light pink
87393421,2018,78,2913422,11,1,0,0,12,0,light pink
87393462,2018,78,878035,4,0,0,0,4,0,light pink
87393488,2018,28,1471100,71,30,8,0,109,0,light pink
87393512,2018,78,833186,1,0,0,0,1,0,light pink
87393546,2018,91,444063,0,0,0,0,0,0,light pink
87393579,2018,91,4509521,11,9,7,0,27,0,light pink
87393611,2018,91,504031,0,0,0,0,0,0,light pink
87393629,2018,78,1031961,193,0,47,0,240,0,light pink
87393637,2018,91,1025321,0,0,0,0,0,0,light pink
87393702,2018,91,2397978,1708,953,1398,49,4108,0,light pink
87393835,2018,78,4193129,24,0,0,0,24,0,light pink
87393843,2018,78,12196000,27,0,2,0,29,3,dark purple
87393876,2018,78,243194,0,0,0,0,0,0,light pink
87393892,2018,78,647541,1,151,16,0,168,0,light pink
87394007,2018,28,2572719,367,195,81,1,644,0,light pink
87394114,2018,28,1392274,8,52,9,0,69,0,light pink
87394130,2018,28,1186265,6,18,3,0,27,0,light pink
87394148,2018,28,171661,0,0,0,0,0,0,light pink
87394155,2018,28,96491,0,0,0,0,0,0,light pink
87394171,2018,28,86348,0,0,0,0,0,0,light pink
87394221,2018,28,301967,9,73,1,0,83,0,light pink
87394254,2018,28,350924,28,1,5,0,34,0,light pink
87394288,2018,61,12395,1,0,0,0,1,0,light pink
87394296,2018,28,411036,89,36,26,1,152,0,light pink
87394411,2018,28,76427,0,0,0,0,0,0,light pink
87394437,2018,28,153755,0,5,0,0,5,0,light pink
87394452,2018,28,74844,0,0,0,0,0,0,light pink
87396002,2018,72,4916622,5590,2173,1967,102,9832,0,light pink
87396234,2018,72,102463,48,44,84,0,176,0,light pink
87396408,2018,72,555714,486,169,97,0,752,0,light pink
87396606,2018,72,159432,110,5,20,2,137,0,light pink
87411017,2018,76,5808945,2394,1431,1107,115,5047,0,light pink
87413013,2018,76,1651915,565,600,343,31,1539,0,light pink
87413344,2018,76,514962,187,25,23,3,238,0,light pink
87413385,2018,76,902928,176,114,74,11,375,0,light pink
87415018,2018,76,502031,273,183,121,12,589,0,light pink
87415604,2018,27,1690478,40,4,13,0,57,0,light pink
87415877,2018,27,478731,41,5,6,0,52,0,light pink
87415885,2018,78,447201,0,0,0,0,0,0,light pink
87415893,2018,78,665715,0,0,0,0,0,0,light pink
87444000,2018,14,2835925,2876,1495,935,108,5414,0,light pink
87444067,2018,14,489769,325,47,43,1,416,0,light pink
87444265,2018,14,1070435,954,355,730,78,2117,0,light pink
87444372,2018,14,666054,734,222,810,119,1885,0,light pink
87444539,2018,61,274448,212,63,73,6,354,0,light pink
87444711,2018,61,370206,325,81,125,3,534,0,light pink
87444877,2018,50,516083,435,400,118,33,986,0,light pink
87446179,2018,31,229435,0,2,0,1,3,0,light pink
87447003,2018,50,186638,153,117,26,0,296,0,light pink
87447219,2018,14,190364,318,57,66,1,442,0,light pink
87447680,2018,50,209162,154,106,102,4,366,0,light pink
87471003,2018,35,10418643,10441,4708,4620,200,19969,0,light pink
87471300,2018,35,723108,1134,468,187,10,1799,0,light pink
87471508,2018,35,756074,317,61,21,7,406,0,light pink
87473009,2018,22,1235284,1032,599,568,29,2228,0,light pink
87473108,2018,22,444534,618,111,265,7,1001,0,light pink
87473181,2018,22,108058,180,84,171,5,440,0,light pink
87473207,2018,22,636523,793,224,580,20,1617,0,light pink
87473223,2018,22,192072,113,55,159,3,330,0,light pink
87474007,2018,29,1722004,1107,617,699,36,2459,0,light pink
87474098,2018,29,951271,1733,666,1241,54,3694,0,light pink
87474155,2018,29,141427,99,35,86,1,221,0,light pink
87474239,2018,29,567152,454,196,219,24,893,0,light pink
87474338,2018,29,551004,683,379,450,24,1536,0,light pink
87474635,2018,29,28468,4,1,0,0,5,0,light pink
87476002,2018,56,1222341,1070,880,471,33,2454,0,light pink
87476200,2018,56,786183,992,395,834,22,2243,0,light pink
87476317,2018,29,269283,50,11,14,0,75,0,light pink
87476606,2018,56,1412592,1194,634,786,37,2651,0,light pink
87478073,2018,35,380495,195,168,86,2,451,0,light pink
87478107,2018,35,1135793,1067,659,1015,60,2801,0,light pink
87478164,2018,22,67398,33,28,4,0,65,0,light pink
87478404,2018,53,1340455,1602,494,410,22,2528,0,light pink
87481002,2018,44,11811037,11698,5187,5253,279,22417,3,dark purple
87481192,2018,44,926200,319,146,38,3,506,0,light pink
87481226,2018,44,176137,86,15,12,0,113,0,light pink
87481283,2018,44,111603,141,41,63,2,247,0,light pink
87481390,2018,85,149736,72,60,33,0,165,0,light pink
87481705,2018,44,851047,678,271,349,27,1325,0,light pink
87481754,2018,44,430546,616,303,990,32,1941,0,light pink
87481788,2018,44,103756,123,265,233,9,630,0,light pink
87481838,2018,44,524832,188,39,23,0,250,0,light pink
87484006,2018,49,5372470,5631,2225,1852,150,9858,0,light pink
87484303,2018,49,471013,569,168,144,26,907,0,light pink
87485003,2018,17,1984267,2117,1220,1334,98,4769,0,light pink
87485144,2018,17,400533,383,96,111,5,595,0,light pink
87485300,2018,79,1166545,1032,370,578,17,1997,0,light pink
87486019,2018,85,847396,812,306,294,15,1427,0,light pink
87486258,2018,85,55019,106,10,69,6,191,0,light pink
87486449,2018,85,386709,479,249,246,15,989,0,light pink
87486571,2018,85,99438,252,105,109,6,472,0,light pink
87487009,2018,79,35762,15,21,22,14,72,0,light pink
87487249,2018,79,23188,13,0,5,0,18,0,light pink
87487603,2018,49,647395,595,247,160,25,1027,0,light pink
87491001,2018,17,454350,1101,340,346,16,1803,0,light pink
87491449,2018,16,128074,152,13,37,0,202,0,light pink
87491803,2018,17,182523,329,76,144,2,551,0,light pink
87492108,2018,94,2586453,0,0,0,0,0,0,light pink
87540179,2018,91,374439,0,0,0,0,0,0,light pink
87543009,2018,45,3436479,2039,643,536,93,3311,0,light pink
87543017,2018,45,1585092,1284,235,245,42,1806,0,light pink
87543074,2018,28,106085,29,0,11,0,40,0,light pink
87543090,2018,91,175547,1,0,0,0,1,0,light pink
87543116,2018,45,70305,4,0,0,0,4,0,light pink
87543124,2018,45,139251,1,0,2,0,3,0,light pink
87543140,2018,41,180962,42,9,7,5,63,0,light pink
87543165,2018,41,199767,91,3,2,0,96,0,light pink
87543181,2018,75,3290898,0,0,0,0,0,0,light pink
87543207,2018,75,1804822,0,0,0,0,0,0,light pink
87545137,2018,91,3096908,18,0,0,0,18,0,light pink
87545145,2018,91,715653,0,0,0,0,0,0,light pink
87545178,2018,91,1463257,0,0,0,0,0,0,light pink
87545186,2018,91,1404670,0,0,0,0,0,0,light pink
