station_code,year,departement_code,total_passengers_over_the_year,simple_assistance,ramp_assistance,wheelchair_assistance,ramp_and_wheelchair_assistance,total_assistance,clusters,cluster
87783605,2021,48,28964,22,27,1,0,50,0,light pink
87784009,2021,66,1496637,2459,963,1181,22,4625,0,light pink
87784207,2021,66,58495,1,0,0,0,1,0,light pink
87785006,2021,66,51686,14,13,2,0,29,0,light pink
87111849,2022,77,4641120,472,449,231,3,1155,0,light pink
87113001,2022,75,36774394,725,442,337,10,1514,3,dark purple
87113209,2022,93,8207191,2,2,0,0,4,0,light pink
87113217,2022,93,15647951,4,13,0,0,17,3,dark purple
87113407,2022,93,14605023,1,11,0,0,12,3,dark purple
87113514,2022,93,5305596,0,4,1,0,5,0,light pink
87113522,2022,93,2779109,0,54,1,0,55,0,light pink
87113696,2022,93,5348239,2,0,0,0,2,0,light pink
87113712,2022,94,16450965,1,0,0,0,1,3,dark purple
87113746,2022,94,3019593,0,4,0,0,4,0,light pink
87113779,2022,94,2344609,0,2,0,0,2,0,light pink
87113795,2022,94,7700718,0,4,0,1,5,0,light pink
87116020,2022,77,1757433,0,4,0,0,4,0,light pink
87116046,2022,77,3975775,1,0,0,0,1,0,light pink
87116095,2022,77,883754,1,0,0,0,1,0,light pink
87116103,2022,77,7838001,14,2,9,0,25,0,light pink
87116111,2022,77,9379970,5,16,1,0,22,0,light pink
87116160,2022,77,564456,6,0,0,0,6,0,light pink
87116301,2022,77,1167523,0,47,0,0,47,0,light pink
87116582,2022,02,1482999,2,4,0,0,6,0,light pink
87118000,2022,10,1123886,23,14,8,0,45,0,light pink
87118158,2022,10,352333,0,3,0,0,3,0,light pink
87141002,2022,54,8320214,521,340,106,8,975,0,light pink
87141044,2022,54,323201,8,16,1,0,25,0,light pink
87141150,2022,54,963743,11,5,1,0,17,0,light pink
87141291,2022,88,70213,16,2,1,0,19,0,light pink
87141820,2022,54,1067490,6,4,0,0,10,0,light pink
87142000,2022,52,352144,37,10,1,0,48,0,light pink
87142109,2022,57,458149,155,65,61,1,282,0,light pink
87142125,2022,52,73190,18,6,0,0,24,0,light pink
87144006,2022,88,1377994,116,70,5,1,192,0,light pink
87144014,2022,88,471486,30,15,4,0,49,0,light pink
87144055,2022,88,360594,6,0,0,0,6,0,light pink
87144451,2022,88,319312,28,5,2,1,36,0,light pink
87147322,2022,55,263062,41,10,11,0,62,0,light pink
87164780,2022,93,7844102,0,16,0,0,16,0,light pink
87164798,2022,93,13005557,1,51,0,2,54,3,dark purple
87171009,2022,51,4309354,243,110,28,2,383,0,light pink
87171553,2022,51,835958,105,10,2,0,117,0,light pink
87171926,2022,51,1033729,155,73,70,1,299,0,light pink
87172007,2022,08,1252226,110,96,15,0,221,0,light pink
87172080,2022,08,199519,2,0,0,0,2,0,light pink
87172254,2022,08,358878,134,19,68,0,221,0,light pink
87172270,2022,08,357569,11,80,1,1,93,0,light pink
87174003,2022,51,811432,16,12,5,0,33,0,light pink
87174276,2022,51,193983,1,22,3,0,26,0,light pink
87175000,2022,52,192797,6,8,2,0,16,0,light pink
87175042,2022,55,422768,22,107,1,0,130,0,light pink
87175091,2022,52,63579,4,9,0,0,13,0,light pink
87175257,2022,55,212829,6,3,0,0,9,0,light pink
87175778,2022,55,181819,2,0,1,0,3,0,light pink
87182014,2022,68,4103990,87,107,16,0,210,0,light pink
87182063,2022,68,5056324,249,139,39,0,427,0,light pink
87182139,2022,68,1306485,16,30,1,0,47,0,light pink
87184002,2022,90,1245496,64,47,1,0,112,0,light pink
87184523,2022,25,601319,16,34,1,0,51,0,light pink
87185009,2022,70,238617,2,1,0,0,3,0,light pink
87191007,2022,57,3324941,46,31,18,0,95,0,light pink
87191114,2022,57,1187951,8,0,0,0,8,0,light pink
87192039,2022,57,8302189,323,96,61,4,484,0,light pink
87192666,2022,54,125935,30,0,0,0,30,0,light pink
87193003,2022,57,330425,24,15,11,2,52,0,light pink
87193250,2022,57,145080,4,0,0,0,4,0,light pink
87193318,2022,57,246090,0,0,2,0,2,0,light pink
87193615,2022,57,457024,32,6,0,0,38,0,light pink
87194001,2022,54,468004,14,4,1,0,19,0,light pink
87194274,2022,54,62734,15,0,0,0,15,0,light pink
87212027,2022,67,21446966,665,473,304,8,1450,3,dark purple
87212225,2022,67,1312771,7,14,0,0,21,0,light pink
87213058,2022,67,2027734,13,6,2,0,21,0,light pink
87214056,2022,67,2400515,14,106,4,0,124,0,light pink
87214148,2022,67,571464,0,1,0,0,1,0,light pink
87214577,2022,67,1655209,1,2,0,0,3,0,light pink
87215012,2022,57,744777,2,3,6,0,11,0,light pink
87223263,2022,59,6056899,650,379,333,6,1368,0,light pink
87271007,2022,75,211698470,1074,679,902,18,2673,1,pink
87271015,2022,93,26902902,1,0,0,0,1,3,dark purple
87271122,2022,93,15327902,0,1,0,0,1,3,dark purple
87271163,2022,93,10628690,2,11,0,0,13,0,light pink
87271304,2022,93,11989659,4,20,0,0,24,3,dark purple
87271395,2022,93,18333290,1,16,0,0,17,3,dark purple
87271403,2022,93,7412637,1,12,0,0,13,0,light pink
87271411,2022,93,22707800,9,54,0,0,63,3,dark purple
87271437,2022,93,6389699,0,5,0,0,5,0,light pink
87271445,2022,93,7249470,2,22,0,0,24,0,light pink
87271452,2022,93,2192462,1,4,0,0,5,0,light pink
87271478,2022,93,3347231,0,1,0,0,1,0,light pink
87271486,2022,93,2304239,0,3,0,0,3,0,light pink
87271494,2022,95,12949183,382,265,643,8,1298,3,dark purple
87271510,2022,77,3855727,4,1,90,0,95,0,light pink
87271528,2022,77,2580330,1,8,0,0,9,0,light pink
87271593,2022,60,1613556,2,2,0,0,4,0,light pink
87271734,2022,02,397951,0,0,1,0,1,0,light pink
87271817,2022,02,603362,2,16,1,0,19,0,light pink
87276006,2022,60,5224702,13,22,0,0,35,0,light pink
87276022,2022,95,7014246,2,0,0,0,2,0,light pink
87276055,2022,95,21728297,6,19,0,0,25,3,dark purple
87276089,2022,95,4595524,0,4,0,0,4,0,light pink
87276139,2022,95,7676107,9,1,0,0,10,0,light pink
87276188,2022,95,3857638,0,31,0,0,31,0,light pink
87276196,2022,95,14813702,1,39,0,0,40,3,dark purple
87276220,2022,95,9912578,0,2,0,0,2,0,light pink
87276253,2022,95,1860250,0,0,3,0,3,0,light pink
87276261,2022,95,1745412,1,0,0,0,1,0,light pink
87276360,2022,95,1461451,1,0,0,0,1,0,light pink
87276386,2022,95,5440971,1,3,0,0,4,0,light pink
87276394,2022,95,1737430,2,0,0,0,2,0,light pink
87276436,2022,95,2515498,1,1,0,0,2,0,light pink
87276493,2022,95,1480901,0,1,0,0,1,0,light pink
87276600,2022,95,2272089,0,1,0,0,1,0,light pink
87276691,2022,60,2341622,14,15,8,0,37,0,light pink
87276725,2022,60,681255,0,1,0,0,1,0,light pink
87281006,2022,59,1905250,108,127,28,0,263,0,light pink
87281071,2022,62,688087,3,12,12,8,35,0,light pink
87281444,2022,62,886185,5,13,15,3,36,0,light pink
87281873,2022,75,33045860,4,58,0,0,62,3,dark purple
87281899,2022,75,32617013,1,27,1,1,30,3,dark purple
87282624,2022,69,1473871,0,13,0,0,13,0,light pink
87286005,2022,59,21992946,721,613,448,14,1796,3,dark purple
87286146,2022,59,850773,20,61,0,0,81,0,light pink
87286302,2022,59,1718996,28,40,9,0,77,0,light pink
87286542,2022,59,609158,49,73,22,1,145,0,light pink
87295006,2022,59,513226,34,18,4,0,56,0,light pink
87295063,2022,02,148043,15,18,4,0,37,0,light pink
87295600,2022,59,647078,24,13,6,0,43,0,light pink
87296004,2022,02,1207993,31,18,10,5,64,0,light pink
87296012,2022,02,827364,31,48,9,0,88,0,light pink
87296442,2022,02,507490,10,8,4,0,22,0,light pink
87300822,2022,90,605331,110,24,44,0,178,0,light pink
87300863,2022,25,618834,160,37,42,0,239,0,light pink
87313072,2022,80,524871,0,27,0,0,27,0,light pink
87313304,2022,60,986046,9,7,0,0,16,0,light pink
87313510,2022,60,1636319,14,12,8,1,35,0,light pink
87313759,2022,60,71517,0,0,2,0,2,0,light pink
87313874,2022,80,6004673,68,149,20,0,237,0,light pink
87313882,2022,80,320142,99,34,72,2,207,0,light pink
87317057,2022,62,315635,10,34,13,0,57,0,light pink
87317065,2022,62,533197,13,1,7,0,21,0,light pink
87317263,2022,62,1173143,8,30,9,2,49,0,light pink
87317362,2022,80,841557,10,14,6,1,31,0,light pink
87317586,2022,62,952689,50,41,13,1,105,0,light pink
87318964,2022,84,4160030,563,187,384,4,1138,0,light pink
87319012,2022,13,3739796,377,173,350,7,907,0,light pink
87324095,2022,86,169451,2,1,0,0,3,0,light pink
87328328,2022,75,22986683,3,14,0,0,17,3,dark purple
87337980,2022,95,1906849,1,0,0,0,1,0,light pink
87342006,2022,62,1601485,43,34,14,0,91,0,light pink
87342014,2022,62,3920113,100,117,36,0,253,0,light pink
87342337,2022,62,145944,2,1,1,0,4,0,light pink
87343004,2022,59,2875726,99,60,36,1,196,0,light pink
87345009,2022,59,2964246,68,90,12,0,170,0,light pink
87345025,2022,62,1548857,33,16,14,1,64,0,light pink
87345314,2022,59,354955,0,0,1,0,1,0,light pink
87345520,2022,59,666320,7,19,7,0,33,0,light pink
87381079,2022,92,5302890,0,11,0,0,11,0,light pink
87381087,2022,92,5836138,0,57,0,0,57,0,light pink
87381129,2022,92,11232100,0,6,0,2,8,0,light pink
87381137,2022,92,17579037,0,12,0,0,12,3,dark purple
87381244,2022,27,787548,3,0,0,0,3,0,light pink
87381459,2022,78,6673880,1,24,0,0,25,0,light pink
87381509,2022,78,8323186,22,17,3,1,43,0,light pink
87381657,2022,78,3645213,0,3,0,0,3,0,light pink
87381798,2022,95,6287678,0,7,1,0,8,0,light pink
87381897,2022,78,4070670,1,23,1,0,25,0,light pink
87381905,2022,95,12677261,3,35,0,0,38,3,dark purple
87382002,2022,92,10762906,0,7,0,0,7,0,light pink
87382200,2022,92,4387299,0,1,0,0,1,0,light pink
87382218,2022,92,35649320,10,22,0,1,33,3,dark purple
87382259,2022,92,1962296,0,18,0,0,18,0,light pink
87382267,2022,92,1723886,0,1,0,0,1,0,light pink
87382333,2022,92,2352461,3,2,0,0,5,0,light pink
87382341,2022,92,2602668,0,1,0,0,1,0,light pink
87382358,2022,92,8275307,0,11,0,0,11,0,light pink
87382374,2022,92,3503155,0,9,0,0,9,0,light pink
87382465,2022,78,1881402,0,1,0,0,1,0,light pink
87382481,2022,78,1308720,1,0,0,0,1,0,light pink
87382655,2022,95,7096311,0,21,0,1,22,0,light pink
87382861,2022,78,5530365,2,23,0,0,25,0,light pink
87382879,2022,78,2010237,0,1,0,0,1,0,light pink
87382887,2022,78,2426142,0,3,0,0,3,0,light pink
87384008,2022,75,102910589,528,350,292,12,1182,2,purple
87386003,2022,92,4891934,0,10,0,0,10,0,light pink
87386318,2022,92,8029557,0,23,0,0,23,0,light pink
87386409,2022,78,15852935,2,22,0,0,24,3,dark purple
87386417,2022,78,10048491,1,14,0,2,17,0,light pink
87386425,2022,78,7964985,2,37,0,1,40,0,light pink
87386573,2022,78,11163637,3,47,1,0,51,0,light pink
87386664,2022,78,459575,0,30,0,0,30,0,light pink
87387001,2022,27,1122584,48,70,2,1,121,0,light pink
87391003,2022,75,56862435,2603,1461,2260,30,6354,3,dark purple
87393009,2022,78,18934500,53,19,24,1,97,3,dark purple
87393033,2022,75,9172483,1,0,0,0,1,0,light pink
87393066,2022,75,2962430,0,7,0,0,7,0,light pink
87393108,2022,92,917576,18,0,0,0,18,0,light pink
87393157,2022,78,5795124,0,7,0,0,7,0,light pink
87393207,2022,92,769094,1,0,0,0,1,0,light pink
87393223,2022,78,3907455,18,0,0,0,18,0,light pink
87393256,2022,78,3416383,1,0,0,0,1,0,light pink
87393306,2022,92,4807552,2,5,0,1,8,0,light pink
87393314,2022,78,3874743,3,0,0,0,3,0,light pink
87393405,2022,78,2614566,9,0,0,0,9,0,light pink
87393413,2022,78,1665949,1,0,0,0,1,0,light pink
87393488,2022,28,1331683,7,1,0,0,8,0,light pink
87393579,2022,91,3755971,2,2,2,0,6,0,light pink
87393702,2022,91,2589355,384,141,177,1,703,0,light pink
87393843,2022,78,9601190,3,0,0,0,3,0,light pink
87393892,2022,78,530991,0,14,0,0,14,0,light pink
87394007,2022,28,3394491,68,27,4,0,99,0,light pink
87394114,2022,28,1548595,0,4,1,0,5,0,light pink
87394130,2022,28,1352209,2,0,0,0,2,0,light pink
87394254,2022,28,550406,2,4,1,0,7,0,light pink
87394296,2022,28,621369,12,13,0,0,25,0,light pink
87394437,2022,28,301838,1,0,0,0,1,0,light pink
87396002,2022,72,5048028,810,247,224,4,1285,0,light pink
87396234,2022,72,91402,1,6,16,0,23,0,light pink
87396408,2022,72,569915,172,42,9,0,223,0,light pink
87396606,2022,72,141544,0,2,2,0,4,0,light pink
87411017,2022,76,6977129,227,87,140,2,456,0,light pink
87413013,2022,76,1875316,51,61,44,1,157,0,light pink
87413344,2022,76,674677,8,2,3,0,13,0,light pink
87413385,2022,76,1039150,11,12,13,0,36,0,light pink
87415018,2022,76,638243,47,12,23,0,82,0,light pink
87415877,2022,27,552133,3,0,0,0,3,0,light pink
87444000,2022,14,3753065,244,175,81,0,500,0,light pink
87444067,2022,14,546928,32,3,13,0,48,0,light pink
87444265,2022,14,1204622,55,52,11,2,120,0,light pink
87444372,2022,14,879946,60,43,52,7,162,0,light pink
87444539,2022,61,389139,26,2,9,0,37,0,light pink
87444711,2022,61,411567,50,14,13,0,77,0,light pink
87444877,2022,50,587973,35,39,15,0,89,0,light pink
87447003,2022,50,265583,12,21,1,0,34,0,light pink
87447219,2022,14,222846,11,7,5,0,23,0,light pink
87447680,2022,50,346517,35,15,12,0,62,0,light pink
87471003,2022,35,13921836,1261,590,517,9,2377,3,dark purple
87471300,2022,35,951584,147,113,24,4,288,0,light pink
87471508,2022,35,976658,16,1,7,0,24,0,light pink
87473009,2022,22,1610864,109,91,46,0,246,0,light pink
87473108,2022,22,611161,54,23,26,1,104,0,light pink
87473181,2022,22,159840,24,6,28,0,58,0,light pink
87473207,2022,22,922076,73,50,41,0,164,0,light pink
87473223,2022,22,299750,10,3,21,0,34,0,light pink
87474007,2022,29,2370384,120,128,97,0,345,0,light pink
87474098,2022,29,1483787,172,100,81,1,354,0,light pink
87474155,2022,29,234588,11,0,6,0,17,0,light pink
87474239,2022,29,769296,58,8,9,0,75,0,light pink
87474338,2022,29,739465,77,74,35,0,186,0,light pink
87476002,2022,56,1766624,104,91,55,0,250,0,light pink
87476200,2022,56,1110096,99,44,55,0,198,0,light pink
87476317,2022,29,409857,12,0,3,0,15,0,light pink
87476606,2022,56,2019329,107,61,56,1,225,0,light pink
87478073,2022,35,543868,21,38,10,2,71,0,light pink
87478107,2022,35,1638571,89,47,126,2,264,0,light pink
87478164,2022,22,92068,8,17,1,0,26,0,light pink
87478404,2022,53,1476306,166,79,64,7,316,0,light pink
87481002,2022,44,15512154,1712,684,505,8,2909,3,dark purple
87481192,2022,44,1023676,67,20,0,0,87,0,light pink
87481226,2022,44,196087,1,0,0,0,1,0,light pink
87481283,2022,44,207613,26,9,1,0,36,0,light pink
87481390,2022,85,208494,8,9,2,0,19,0,light pink
87481705,2022,44,1128848,107,81,23,2,213,0,light pink
87481754,2022,44,538604,61,32,33,0,126,0,light pink
87481788,2022,44,139448,11,22,18,0,51,0,light pink
87481838,2022,44,677561,26,53,1,1,81,0,light pink
87484006,2022,49,6269502,1422,221,243,0,1886,0,light pink
87484303,2022,49,613049,63,18,19,0,100,0,light pink
87485003,2022,17,2692269,212,143,81,3,439,0,light pink
87485144,2022,17,594889,14,7,12,0,33,0,light pink
87485300,2022,79,1320394,84,59,58,0,201,0,light pink
87486019,2022,85,1107111,125,27,40,0,192,0,light pink
87486258,2022,85,84144,6,4,0,0,10,0,light pink
87486449,2022,85,534771,32,17,14,0,63,0,light pink
87486571,2022,85,138563,41,10,1,0,52,0,light pink
87487009,2022,79,28968,4,0,0,0,4,0,light pink
87487249,2022,79,21956,0,0,1,0,1,0,light pink
87487603,2022,49,815965,38,18,13,0,69,0,light pink
87491001,2022,17,715225,97,38,19,0,154,0,light pink
87491449,2022,16,158552,14,1,3,0,18,0,light pink
87491803,2022,17,277670,26,4,9,0,39,0,light pink
87543009,2022,45,4420737,222,108,32,5,367,0,light pink
87543017,2022,45,1286538,139,48,15,3,205,0,light pink
87543074,2022,28,163834,2,0,1,0,3,0,light pink
87543165,2022,41,289499,49,0,0,0,49,0,light pink
87543181,2022,75,2585668,1,0,0,0,1,0,light pink
87545137,2022,91,2602664,4,0,0,0,4,0,light pink
87545194,2022,91,5496901,1,0,0,0,1,0,light pink
87545202,2022,91,2863633,0,1,0,0,1,0,light pink
87545228,2022,91,2236797,0,4,0,0,4,0,light pink
87545244,2022,91,33271111,17,108,0,0,125,3,dark purple
87545269,2022,94,1203692,2,0,0,0,2,0,light pink
87545285,2022,94,10936239,3,3,0,0,6,0,light pink
87545467,2022,91,1425412,0,7,0,0,7,0,light pink
87545525,2022,91,786264,0,2,0,0,2,0,light pink
87545707,2022,28,48557,0,1,0,0,1,0,light pink
87545756,2022,28,180998,2,2,1,0,5,0,light pink
87547000,2022,75,19515861,531,204,221,15,971,3,dark purple
87547315,2022,75,22763184,4,1,0,0,5,3,dark purple
87571000,2022,37,6248554,348,340,98,1,787,0,light pink
87571216,2022,41,465035,21,13,10,0,44,0,light pink
87571240,2022,37,3784800,651,234,201,11,1097,0,light pink
87571471,2022,37,184591,4,1,0,0,5,0,light pink
87571687,2022,37,174059,6,146,7,0,159,0,light pink
87571794,2022,37,161897,1,3,0,0,4,0,light pink
87571828,2022,37,290764,6,7,9,0,22,0,light pink
87574004,2022,41,1749067,79,58,1,0,138,0,light pink
87574160,2022,45,451356,65,5,0,0,70,0,light pink
87574194,2022,41,294333,0,7,0,0,7,0,light pink
87574319,2022,41,232704,0,0,1,1,2,0,light pink
87574343,2022,37,784419,9,5,1,0,15,0,light pink
87574558,2022,41,105704,4,0,0,0,4,0,light pink
87574665,2022,37,101627,1,0,0,0,1,0,light pink
87574855,2022,41,107575,7,0,0,0,7,0,light pink
87574897,2022,41,85328,2,0,0,0,2,0,light pink
87575001,2022,86,3463640,397,198,142,3,740,0,light pink
87575142,2022,86,575537,49,6,17,0,72,0,light pink
87576009,2022,18,1119849,134,63,27,0,224,0,light pink
87576025,2022,41,208914,2,0,0,0,2,0,light pink
87576207,2022,18,1148025,142,40,27,2,211,0,light pink
87576298,2022,18,16400,6,0,0,0,6,0,light pink
87576322,2022,18,59281,13,2,3,0,18,0,light pink
87576876,2022,41,72650,6,0,3,0,9,0,light pink
87576884,2022,41,24293,3,0,0,0,3,0,light pink
87581009,2022,33,21353889,2178,1054,918,16,4166,3,dark purple
87582478,2022,33,1100339,20,6,8,0,34,0,light pink
87582668,2022,33,1180765,32,23,30,0,85,0,light pink
87582775,2022,33,857442,25,7,2,0,34,0,light pink
87583005,2022,16,2198301,277,66,98,1,442,0,light pink
87584052,2022,33,1690650,86,8,13,3,110,0,light pink
87584268,2022,24,356938,21,3,2,0,26,0,light pink
87586008,2022,47,1540511,169,72,55,0,296,0,light pink
87586545,2022,47,541375,47,25,12,0,84,0,light pink
87586651,2022,47,210124,7,2,0,0,9,0,light pink
87592006,2022,87,1805383,391,81,94,4,570,0,light pink
87592378,2022,23,172888,73,2,8,5,88,0,light pink
87592485,2022,87,33299,1,0,0,0,1,0,light pink
87592709,2022,87,39054,2,0,0,0,2,0,light pink
87592725,2022,87,56990,5,0,0,0,5,0,light pink
87592824,2022,87,26703,21,0,0,0,21,0,light pink
87594002,2022,19,1030162,197,43,28,1,269,0,light pink
87594200,2022,19,73091,8,2,9,0,19,0,light pink
87594275,2022,19,26518,1,0,0,0,1,0,light pink
87594333,2022,46,136290,25,0,2,0,27,0,light pink
87594499,2022,19,157594,19,0,1,0,20,0,light pink
87595009,2022,24,968530,85,22,35,0,142,0,light pink
87595827,2022,24,65784,1,0,0,0,1,0,light pink
87597005,2022,36,733059,54,28,22,1,105,0,light pink
87597062,2022,36,197012,16,4,2,0,22,0,light pink
87597120,2022,36,199166,6,3,5,0,14,0,light pink
87597609,2022,23,71942,16,1,2,0,19,0,light pink
87608802,2022,94,6412258,0,37,0,0,37,0,light pink
87611004,2022,31,12869088,2119,676,468,13,3276,3,dark purple
87611038,2022,31,853048,15,1,0,0,16,0,light pink
87611137,2022,31,282401,28,17,0,0,45,0,light pink
87611152,2022,31,223810,7,10,5,0,22,0,light pink
87611244,2022,82,1383328,116,33,45,2,196,0,light pink
87611343,2022,09,358918,7,10,0,0,17,0,light pink
87611467,2022,31,245429,12,2,0,0,14,0,light pink
87611483,2022,66,76304,8,0,2,0,10,0,light pink
87611616,2022,09,283007,1,7,1,0,9,0,light pink
87611665,2022,31,346056,0,1,0,0,1,0,light pink
87611749,2022,32,261165,7,7,0,0,14,0,light pink
87611806,2022,32,295866,96,5,0,0,101,0,light pink
87611889,2022,82,124171,1,0,0,0,1,0,light pink
87613000,2022,46,446653,32,6,9,1,48,0,light pink
87613091,2022,46,161366,13,4,0,0,17,0,light pink
87613109,2022,12,164724,4,0,1,0,5,0,light pink
87613141,2022,46,130100,11,0,0,0,11,0,light pink
87613422,2022,12,265408,41,13,5,0,59,0,light pink
87613893,2022,12,70128,4,2,1,0,7,0,light pink
87615005,2022,81,531922,23,16,5,0,44,0,light pink
87615013,2022,31,263590,0,0,2,0,2,0,light pink
87615039,2022,11,347787,6,34,3,0,43,0,light pink
87615252,2022,81,340713,1,0,0,0,1,0,light pink
87615286,2022,11,1047813,66,16,27,0,109,0,light pink
87615344,2022,81,576379,2,0,0,0,2,0,light pink
87615468,2022,81,158104,3,0,2,0,5,0,light pink
87615476,2022,81,149312,16,30,1,0,47,0,light pink
87615625,2022,81,118263,21,1,0,0,22,0,light pink
87641001,2022,03,268390,57,0,3,0,60,0,light pink
87645002,2022,15,133725,35,0,1,0,36,0,light pink
87645440,2022,15,8812,1,0,0,0,1,0,light pink
87645507,2022,15,32038,14,1,0,0,15,0,light pink
87654798,2022,75,11987483,1,30,0,2,33,3,dark purple
87671008,2022,65,639135,78,63,23,0,164,0,light pink
87671016,2022,40,440531,15,3,5,1,24,0,light pink
87671123,2022,65,109660,10,6,2,0,18,0,light pink
87671339,2022,65,453955,60,50,29,0,139,0,light pink
87672006,2022,64,1234139,147,70,69,5,291,0,light pink
87672253,2022,64,259468,45,13,17,0,75,0,light pink
